pretrain/LDPolypVideo/LDPolypVideo_00068.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00093.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00150.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00019.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00153.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00148.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00128.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00065.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00187.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00196.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00057.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00161.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00104.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00014.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00060.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00077.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00044.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00022.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00198.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00039.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00040.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00127.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00062.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00021.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00099.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00208.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00233.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00144.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00033.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00085.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00166.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00070.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00091.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00151.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00134.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00015.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00123.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00042.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00173.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00218.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00023.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00202.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00030.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00120.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00102.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00203.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00163.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00181.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00029.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00159.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00230.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00165.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00133.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00009.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00192.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00174.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00011.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00017.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00063.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00101.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00186.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00229.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00177.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00013.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00113.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00217.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00054.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00179.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00138.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00236.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00084.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00071.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00076.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00094.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00048.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00098.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00066.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00119.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00199.mp4,-1
pretrain/LDPolypVideo/LDPolypVideo_00026.mp4,-1
